Month_Ending,Segment,City,Product,Miles,Reported_Accidents
10/31/15,Segment A,City 23,Product 2,12,0
10/31/15,Segment A,City 22,Product 4,350,0
10/31/15,Segment A,City 47,Product 2,3,0
10/31/15,Segment A,City 4,Product 4,"1,191",0
10/31/15,Segment A,City 16,Product 9,"11,788",0
10/31/15,Segment A,City 36,Product 4,"3,006",0
10/31/15,Segment A,City 51,Product 12,98,0
10/31/15,Segment A,City 23,Product 4,"49,511",1
10/31/15,Segment A,City 34,Product 10,6,0
10/31/15,Segment A,City 8,Product 4,"140,504",5
10/31/15,Segment A,City 30,Product 9,"65,045",1
10/31/15,Segment A,City 41,Product 10,13,0
10/31/15,Segment A,City 40,Product 9,"203,818",6
10/31/15,Segment A,City 28,Product 12,431,0
10/31/15,Segment A,City 30,Product 4,"79,295",1
10/31/15,Segment A,City 29,Product 2,11,0
10/31/15,Segment A,City 32,Product 10,52,0
10/31/15,Segment A,City 40,Product 3,49,0
10/31/15,Segment A,City 19,Product 3,8,0
10/31/15,Segment A,City 47,Product 3,0,0
10/31/15,Segment A,City 40,Product 4,"118,150",4
10/31/15,Segment A,City 25,Product 2,113,0
10/31/15,Segment A,City 2,Product 8,7,0
10/31/15,Segment A,City 47,Product 10,15,0
10/31/15,Segment A,City 8,Product 10,10,0
10/31/15,Segment D,City 2,Product 4,"1,058,446",23
10/31/15,Segment B,City 1,Product 6,"23,424",0
10/31/15,Segment B,City 30,Product 6,"33,865",0
10/31/15,Segment B,City 35,Product 6,"731,201",10
10/31/15,Segment B,City 11,Product 6,"1,711",0
10/31/15,Segment C,City 43,Product 7,"2,453",0
10/31/15,Segment A,City 51,Product 9,"2,021",0
10/31/15,Segment A,City 14,Product 4,"11,315",0
10/31/15,Segment A,City 15,Product 4,"1,188",0
10/31/15,Segment A,City 13,Product 4,"33,595",1
10/31/15,Segment A,City 17,Product 12,420,0
10/31/15,Segment A,City 33,Product 8,16,0
10/31/15,Segment A,City 5,Product 12,"2,419",0
10/31/15,Segment A,City 37,Product 2,19,0
10/31/15,Segment A,City 28,Product 9,"11,165",0
10/31/15,Segment A,City 29,Product 9,"30,596",1
10/31/15,Segment A,City 9,Product 9,147,0
10/31/15,Segment A,City 35,Product 9,"3,552,001",26
10/31/15,Segment A,City 43,Product 3,4,0
10/31/15,Segment A,City 8,Product 12,"90,418",4
10/31/15,Segment A,City 26,Product 9,"6,607",0
10/31/15,Segment A,City 34,Product 4,"35,186",1
10/31/15,Segment A,City 35,Product 2,769,0
10/31/15,Segment A,City 5,Product 3,19,0
10/31/15,Segment A,City 37,Product 4,"10,723",0
10/31/15,Segment A,City 6,Product 3,20,0
10/31/15,Segment A,City 45,Product 4,"8,551",0
10/31/15,Segment A,City 50,Product 2,45,0
10/31/15,Segment A,City 25,Product 8,1,0
10/31/15,Segment A,City 26,Product 12,794,0
10/31/15,Segment A,City 41,Product 12,166,0
10/31/15,Segment A,City 27,Product 8,8,0
10/31/15,Segment A,City 50,Product 3,27,0
10/31/15,Segment A,City 23,Product 10,6,0
10/31/15,Segment A,City 5,Product 10,14,0
10/31/15,Segment A,City 6,Product 4,"21,912",0
10/31/15,Segment A,City 3,Product 12,"16,435",1
10/31/15,Segment A,City 3,Product 10,40,0
10/31/15,Segment A,City 48,Product 10,13,0
10/31/15,Segment B,City 23,Product 6,"1,909",0
10/31/15,Segment B,City 39,Product 6,"3,660",0
10/31/15,Segment C,City 49,Product 7,1,0
11/30/15,Segment B,City 9,Product 6,92,0
11/30/15,Segment B,City 34,Product 6,"23,838",0
11/30/15,Segment B,City 35,Product 6,"963,113",13
11/30/15,Segment B,City 11,Product 6,"2,191",0
11/30/15,Segment B,City 23,Product 6,"3,458",0
11/30/15,Segment C,City 43,Product 7,"3,103",0
11/30/15,Segment C,City 27,Product 7,"7,885",0
11/30/15,Segment C,City 5,Product 7,"1,589",0
11/30/15,Segment A,City 52,Product 9,"37,034",2
11/30/15,Segment A,City 18,Product 9,"325,047",11
11/30/15,Segment A,City 33,Product 4,"8,118",0
11/30/15,Segment A,City 10,Product 2,67,0
11/30/15,Segment A,City 27,Product 4,"23,690",0
11/30/15,Segment A,City 48,Product 10,35,0
11/30/15,Segment A,City 30,Product 10,520,0
11/30/15,Segment A,City 7,Product 1,"5,105",0
11/30/15,Segment A,City 30,Product 2,36,0
11/30/15,Segment A,City 44,Product 4,"5,718",0
11/30/15,Segment A,City 22,Product 4,578,0
11/30/15,Segment A,City 51,Product 12,49,0
11/30/15,Segment A,City 37,Product 3,6,0
11/30/15,Segment A,City 7,Product 15,24,0
11/30/15,Segment A,City 29,Product 2,55,0
11/30/15,Segment A,City 29,Product 12,"20,239",1
11/30/15,Segment A,City 51,Product 3,5,0
11/30/15,Segment A,City 40,Product 2,227,0
11/30/15,Segment A,City 12,Product 12,563,0
11/30/15,Segment F,City 2,Product 2,"447,987",7
11/30/15,Segment D,City 2,Product 4,"1,502,126",28
11/30/15,Segment D,City 2,Product 16,0,2
11/30/15,Segment B,City 55,Product 6,"22,998",0
11/30/15,Segment B,City 30,Product 6,"39,160",1
11/30/15,Segment B,City 33,Product 6,"2,881",0
11/30/15,Segment G,City 19,Product 17,"244,634",2
11/30/15,Segment C,City 56,Product 7,64,0
11/30/15,Segment A,City 8,Product 9,"593,396",19
11/30/15,Segment A,City 5,Product 4,"4,177",0
11/30/15,Segment A,City 40,Product 9,"248,162",8
11/30/15,Segment A,City 27,Product 3,36,0
11/30/15,Segment A,City 43,Product 10,622,0
11/30/15,Segment A,City 28,Product 10,86,0
11/30/15,Segment A,City 35,Product 10,522,0
11/30/15,Segment A,City 25,Product 3,"3,191",0
11/30/15,Segment A,City 26,Product 4,"3,404",0
11/30/15,Segment A,City 25,Product 12,"7,867",0
11/30/15,Segment A,City 38,Product 12,0,0
11/30/15,Segment A,City 49,Product 8,8,0
11/30/15,Segment A,City 45,Product 9,"6,778",0
11/30/15,Segment A,City 36,Product 9,"7,672",0
11/30/15,Segment A,City 17,Product 12,588,0
11/30/15,Segment A,City 52,Product 3,27,0
11/30/15,Segment A,City 53,Product 9,"115,177",4
11/30/15,Segment A,City 10,Product 10,38,0
11/30/15,Segment A,City 8,Product 4,"169,698",5
11/30/15,Segment A,City 35,Product 8,298,0
11/30/15,Segment A,City 41,Product 12,383,0
11/30/15,Segment A,City 4,Product 8,6,0
11/30/15,Segment A,City 16,Product 4,"4,216",0
11/30/15,Segment A,City 53,Product 3,4,0
11/30/15,Segment A,City 18,Product 4,"275,645",9
11/30/15,Segment A,City 8,Product 12,"106,571",5
11/30/15,Segment A,City 49,Product 2,27,0
11/30/15,Segment A,City 19,Product 10,13,0
11/30/15,Segment A,City 30,Product 8,7,0
11/30/15,Segment A,City 15,Product 12,932,0
11/30/15,Segment A,City 2,Product 10,83,0
11/30/15,Segment A,City 48,Product 12,440,0
11/30/15,Segment F,City 2,Product 6,0,0
11/30/15,Segment B,City 42,Product 6,"1,312",0
11/30/15,Segment B,City 32,Product 6,451,0
11/30/15,Segment B,City 6,Product 6,"13,132",0
11/30/15,Segment B,City 25,Product 6,"28,240",0
11/30/15,Segment A,City 23,Product 10,18,0
11/30/15,Segment A,City 5,Product 12,"3,801",0
11/30/15,Segment F,City 2,Product 14,"1,664",0
11/30/15,Segment D,City 2,Product 2,"327,550",7
11/30/15,Segment B,City 37,Product 6,"3,018",0
11/30/15,Segment B,City 48,Product 6,"1,780",0
11/30/15,Segment B,City 51,Product 6,174,0
11/30/15,Segment B,City 52,Product 6,"3,453",0
11/30/15,Segment B,City 12,Product 6,619,0
11/30/15,Segment C,City 2,Product 7,"2,855,859",28
11/30/15,Segment C,City 32,Product 7,9,0
11/30/15,Segment C,City 6,Product 7,"21,009",0
11/30/15,Segment A,City 19,Product 9,"10,171",0
11/30/15,Segment A,City 20,Product 9,"25,182",1
11/30/15,Segment A,City 1,Product 4,"43,407",1
11/30/15,Segment A,City 32,Product 4,"2,675",0
11/30/15,Segment A,City 30,Product 4,"92,098",1
11/30/15,Segment A,City 43,Product 2,10,0
11/30/15,Segment A,City 26,Product 9,"9,108",0
11/30/15,Segment A,City 30,Product 9,"74,155",1
11/30/15,Segment A,City 25,Product 1,2,0
11/30/15,Segment A,City 40,Product 3,10,0
11/30/15,Segment A,City 6,Product 2,96,0
11/30/15,Segment A,City 37,Product 9,"68,766",2
11/30/15,Segment A,City 28,Product 2,2,0
11/30/15,Segment A,City 21,Product 12,"1,689",0
11/30/15,Segment A,City 1,Product 9,"53,496",1
11/30/15,Segment A,City 2,Product 4,"361,823",10
11/30/15,Segment A,City 4,Product 9,"3,121",0
11/30/15,Segment A,City 45,Product 4,"9,759",0
11/30/15,Segment A,City 57,Product 4,599,0
11/30/15,Segment A,City 29,Product 3,3,0
11/30/15,Segment A,City 41,Product 4,829,0
11/30/15,Segment A,City 42,Product 4,"5,050",0
11/30/15,Segment A,City 32,Product 2,4,0
11/30/15,Segment A,City 7,Product 10,244,0
11/30/15,Segment A,City 2,Product 3,22,0
11/30/15,Segment A,City 47,Product 12,806,0
11/30/15,Segment A,City 11,Product 4,"19,426",1
11/30/15,Segment A,City 17,Product 8,1,0
11/30/15,Segment A,City 8,Product 3,2,0
11/30/15,Segment A,City 5,Product 2,63,0
11/30/15,Segment A,City 33,Product 10,276,0
11/30/15,Segment A,City 13,Product 8,6,0
11/30/15,Segment B,City 26,Product 6,"1,676",0
11/30/15,Segment B,City 31,Product 6,"17,925",0
11/30/15,Segment B,City 16,Product 6,908,0
11/30/15,Segment B,City 45,Product 6,"2,335",0
11/30/15,Segment E,City 3,Product 13,"681,948",7
11/30/15,Segment C,City 44,Product 7,10,0
11/30/15,Segment A,City 31,Product 4,"102,602",3
11/30/15,Segment A,City 34,Product 4,"45,638",1
11/30/15,Segment A,City 43,Product 9,"12,472",0
11/30/15,Segment A,City 50,Product 9,"41,538",1
11/30/15,Segment A,City 6,Product 9,"33,440",0
11/30/15,Segment A,City 28,Product 4,"14,612",0
11/30/15,Segment A,City 8,Product 2,455,0
11/30/15,Segment A,City 34,Product 1,1,0
11/30/15,Segment A,City 28,Product 9,"14,198",0
11/30/15,Segment A,City 50,Product 2,217,0
11/30/15,Segment A,City 14,Product 12,"3,500",0
11/30/15,Segment A,City 49,Product 3,7,0
11/30/15,Segment A,City 2,Product 9,"1,188,246",30
11/30/15,Segment A,City 49,Product 12,"1,825",0
11/30/15,Segment A,City 1,Product 10,58,0
11/30/15,Segment A,City 21,Product 4,"5,796",0
11/30/15,Segment A,City 26,Product 1,8,0
11/30/15,Segment A,City 35,Product 9,"4,094,186",31
11/30/15,Segment A,City 4,Product 1,127,0
11/30/15,Segment A,City 22,Product 9,"2,793",0
11/30/15,Segment A,City 12,Product 4,"7,513",0
11/30/15,Segment A,City 17,Product 9,"4,293",0
11/30/15,Segment A,City 16,Product 9,"7,021",0
11/30/15,Segment A,City 33,Product 9,"11,913",0
11/30/15,Segment A,City 46,Product 4,373,0
11/30/15,Segment A,City 47,Product 8,1,0
11/30/15,Segment A,City 11,Product 10,243,0
11/30/15,Segment A,City 10,Product 3,17,0
11/30/15,Segment A,City 37,Product 10,2,0
11/30/15,Segment A,City 27,Product 1,6,0
11/30/15,Segment A,City 27,Product 8,10,0
11/30/15,Segment A,City 8,Product 10,13,0
11/30/15,Segment A,City 45,Product 12,629,0
11/30/15,Segment A,City 45,Product 2,12,0
11/30/15,Segment A,City 23,Product 2,75,0
11/30/15,Segment A,City 6,Product 8,17,0
11/30/15,Segment A,City 50,Product 4,"25,688",1
11/30/15,Segment A,City 7,Product 8,206,0
11/30/15,Segment A,City 38,Product 9,5,0
11/30/15,Segment A,City 47,Product 2,18,0
11/30/15,Segment A,City 34,Product 3,7,0
11/30/15,Segment A,City 6,Product 10,68,0
11/30/15,Segment F,City 2,Product 10,"1,599",0
11/30/15,Segment D,City 2,Product 14,388,-1
11/30/15,Segment D,City 2,Product 9,"4,937,840",87
11/30/15,Segment B,City 13,Product 6,"9,209",0
11/30/15,Segment B,City 10,Product 6,"20,421",0
11/30/15,Segment B,City 2,Product 6,"13,106,578",164
11/30/15,Segment C,City 26,Product 7,14,0
11/30/15,Segment A,City 10,Product 9,"123,599",4
11/30/15,Segment A,City 46,Product 9,816,0
11/30/15,Segment A,City 48,Product 9,"11,847",0
11/30/15,Segment A,City 43,Product 3,1,0
11/30/15,Segment A,City 7,Product 5,93,0
11/30/15,Segment A,City 9,Product 4,350,0
11/30/15,Segment A,City 48,Product 2,5,0
11/30/15,Segment A,City 32,Product 10,94,0
11/30/15,Segment A,City 49,Product 9,"18,998",0
11/30/15,Segment A,City 49,Product 4,"6,237",0
11/30/15,Segment A,City 58,Product 9,2,0
11/30/15,Segment A,City 4,Product 4,"1,078",0
11/30/15,Segment A,City 19,Product 4,"4,037",0
11/30/15,Segment A,City 12,Product 9,"31,324",2
11/30/15,Segment A,City 18,Product 8,9,0
11/30/15,Segment A,City 13,Product 4,"45,229",1
11/30/15,Segment A,City 14,Product 4,"19,882",1
11/30/15,Segment A,City 52,Product 4,"53,446",2
11/30/15,Segment A,City 21,Product 9,"6,522",0
11/30/15,Segment A,City 1,Product 8,95,0
11/30/15,Segment A,City 29,Product 10,704,0
11/30/15,Segment A,City 17,Product 4,"9,478",0
11/30/15,Segment A,City 11,Product 3,47,0
11/30/15,Segment A,City 23,Product 4,"85,252",2
11/30/15,Segment A,City 34,Product 2,81,0
11/30/15,Segment A,City 42,Product 12,309,0
11/30/15,Segment A,City 3,Product 12,"3,407",0
11/30/15,Segment A,City 18,Product 3,26,0
11/30/15,Segment A,City 21,Product 8,4,0
11/30/15,Segment A,City 46,Product 12,300,0
11/30/15,Segment A,City 36,Product 4,"5,276",0
11/30/15,Segment A,City 29,Product 9,"46,071",2
11/30/15,Segment A,City 25,Product 8,25,0
11/30/15,Segment A,City 27,Product 9,"36,509",0
11/30/15,Segment A,City 42,Product 10,21,0
11/30/15,Segment A,City 37,Product 4,"13,329",0
11/30/15,Segment A,City 31,Product 9,"235,921",8
11/30/15,Segment A,City 50,Product 10,23,0
11/30/15,Segment A,City 44,Product 12,450,0
11/30/15,Segment A,City 3,Product 11,"113,743",4
11/30/15,Segment A,City 3,Product 3,51,0
11/30/15,Segment A,City 2,Product 14,106,0
11/30/15,Segment A,City 2,Product 8,16,0
11/30/15,Segment A,City 45,Product 3,13,0
11/30/15,Segment A,City 15,Product 9,"6,808",0
11/30/15,Segment A,City 33,Product 2,54,0
11/30/15,Segment A,City 47,Product 9,"22,978",1
11/30/15,Segment A,City 19,Product 3,17,0
11/30/15,Segment A,City 51,Product 4,"7,019",0
11/30/15,Segment A,City 33,Product 3,1,0
11/30/15,Segment A,City 20,Product 4,"11,987",1
11/30/15,Segment A,City 26,Product 12,415,0
11/30/15,Segment A,City 7,Product 3,104,0
11/30/15,Segment A,City 34,Product 10,84,0
11/30/15,Segment A,City 24,Product 12,25,0
11/30/15,Segment A,City 2,Product 2,"26,331",1
11/30/15,Segment A,City 15,Product 4,"1,447",0
11/30/15,Segment A,City 18,Product 12,"275,801",12
11/30/15,Segment A,City 53,Product 4,"66,800",2
11/30/15,Segment A,City 35,Product 1,64,0
11/30/15,Segment A,City 1,Product 2,227,0
11/30/15,Segment A,City 27,Product 2,58,0
11/30/15,Segment A,City 50,Product 3,9,0
11/30/15,Segment A,City 31,Product 10,"1,967",0
11/30/15,Segment A,City 40,Product 4,"139,222",4
11/30/15,Segment A,City 41,Product 8,18,0
11/30/15,Segment A,City 3,Product 2,477,0
11/30/15,Segment F,City 2,Product 9,"20,385,963",277
11/30/15,Segment B,City 54,Product 6,"423,001",6
11/30/15,Segment B,City 43,Product 6,"2,716",0
11/30/15,Segment B,City 50,Product 6,"35,339",1
11/30/15,Segment B,City 1,Product 6,"30,201",0
11/30/15,Segment B,City 39,Product 6,"4,344",0
11/30/15,Segment C,City 41,Product 7,4,0
11/30/15,Segment C,City 25,Product 7,"17,518",0
11/30/15,Segment C,City 35,Product 7,"503,723",5
11/30/15,Segment A,City 51,Product 9,"2,734",0
11/30/15,Segment A,City 13,Product 9,"76,078",2
11/30/15,Segment A,City 17,Product 1,1,0
11/30/15,Segment A,City 32,Product 9,"2,700",0
11/30/15,Segment A,City 7,Product 9,"1,792,311",20
11/30/15,Segment A,City 41,Product 9,"1,477",0
11/30/15,Segment A,City 42,Product 9,"12,862",0
11/30/15,Segment A,City 42,Product 2,22,0
11/30/15,Segment A,City 6,Product 4,"28,741",0
11/30/15,Segment A,City 41,Product 10,7,0
11/30/15,Segment A,City 30,Product 3,21,0
11/30/15,Segment A,City 5,Product 3,13,0
11/30/15,Segment A,City 43,Product 4,"6,616",0
11/30/15,Segment A,City 48,Product 3,13,0
11/30/15,Segment A,City 35,Product 4,"624,744",8
11/30/15,Segment A,City 31,Product 3,98,0
11/30/15,Segment A,City 21,Product 2,48,0
11/30/15,Segment A,City 19,Product 12,"3,752",0
11/30/15,Segment A,City 57,Product 9,"1,005",0
11/30/15,Segment A,City 39,Product 9,"34,972",1
11/30/15,Segment A,City 14,Product 9,"13,951",0
11/30/15,Segment A,City 24,Product 9,"1,174",0
11/30/15,Segment A,City 9,Product 9,895,0
11/30/15,Segment A,City 48,Product 4,"3,489",0
11/30/15,Segment A,City 5,Product 10,5,0
11/30/15,Segment A,City 37,Product 2,41,0
11/30/15,Segment A,City 28,Product 12,565,0
11/30/15,Segment A,City 40,Product 10,346,0
11/30/15,Segment A,City 3,Product 4,"109,816",4
11/30/15,Segment A,City 44,Product 9,"4,547",0
11/30/15,Segment A,City 23,Product 8,46,0
11/30/15,Segment A,City 24,Product 4,860,0
11/30/15,Segment A,City 47,Product 10,4,0
11/30/15,Segment A,City 28,Product 8,17,0
11/30/15,Segment A,City 6,Product 3,54,0
11/30/15,Segment A,City 33,Product 8,34,0
11/30/15,Segment A,City 47,Product 4,"6,214",0
11/30/15,Segment A,City 21,Product 10,24,0
11/30/15,Segment A,City 3,Product 10,114,0
11/30/15,Segment A,City 4,Product 3,1,0
11/30/15,Segment A,City 19,Product 2,235,0
11/30/15,Segment A,City 3,Product 8,12,0
11/30/15,Segment A,City 1,Product 3,56,0
11/30/15,Segment B,City 7,Product 6,"295,061",4
11/30/15,Segment B,City 36,Product 6,209,0
11/30/15,Segment C,City 49,Product 7,13,0
11/30/15,Segment A,City 10,Product 4,"69,887",2
11/30/15,Segment A,City 32,Product 12,105,0
11/30/15,Segment A,City 29,Product 4,"38,441",1
11/30/15,Segment A,City 34,Product 9,"51,336",0
11/30/15,Segment A,City 25,Product 9,"31,986",1
11/30/15,Segment A,City 27,Product 10,32,0
11/30/15,Segment A,City 35,Product 3,325,0
11/30/15,Segment A,City 5,Product 9,"13,366",0
11/30/15,Segment A,City 7,Product 2,974,0
11/30/15,Segment A,City 31,Product 2,185,0
11/30/15,Segment A,City 3,Product 9,"190,021",7
11/30/15,Segment A,City 23,Product 9,"110,042",4
11/30/15,Segment A,City 11,Product 9,"19,971",1
11/30/15,Segment A,City 57,Product 12,35,0
11/30/15,Segment A,City 33,Product 12,840,0
11/30/15,Segment A,City 35,Product 2,"1,467",0
11/30/15,Segment A,City 7,Product 4,"493,293",6
11/30/15,Segment A,City 25,Product 2,328,0
11/30/15,Segment A,City 25,Product 4,"62,572",1
11/30/15,Segment A,City 25,Product 10,64,0
11/30/15,Segment A,City 1,Product 1,55,0
11/30/15,Segment A,City 22,Product 12,405,0
11/30/15,Segment A,City 36,Product 12,149,0
11/30/15,Segment A,City 53,Product 12,"15,351",1
11/30/15,Segment A,City 39,Product 4,"17,921",1
11/30/15,Segment A,City 11,Product 2,60,0
11/30/15,Segment F,City 2,Product 4,"6,140,580",91
11/30/15,Segment B,City 27,Product 6,"4,886",0
11/30/15,Segment B,City 40,Product 6,"78,669",1
11/30/15,Segment B,City 4,Product 6,289,0
11/30/15,Segment B,City 20,Product 6,"4,545",0
11/30/15,Segment B,City 47,Product 6,"2,690",0
11/30/15,Segment C,City 54,Product 7,"213,913",2
11/30/15,Segment C,City 7,Product 7,"153,444",1
11/30/15,Segment C,City 1,Product 7,"11,575",0
12/31/15,Segment A,City 29,Product 10,569,0
12/31/15,Segment A,City 57,Product 8,5,0
12/31/15,Segment A,City 33,Product 10,239,0
12/31/15,Segment A,City 48,Product 4,"3,570",0
12/31/15,Segment A,City 6,Product 4,"31,856",1
12/31/15,Segment A,City 28,Product 8,13,0
12/31/15,Segment A,City 22,Product 12,480,0
12/31/15,Segment A,City 40,Product 10,435,0
12/31/15,Segment F,City 2,Product 6,0,0
12/31/15,Segment D,City 2,Product 2,"354,840",8
12/31/15,Segment B,City 6,Product 6,"12,657",0
12/31/15,Segment B,City 52,Product 6,"3,266",0
12/31/15,Segment B,City 11,Product 6,"2,346",0
12/31/15,Segment B,City 39,Product 6,"5,128",0
12/31/15,Segment C,City 35,Product 7,"488,373",5
12/31/15,Segment A,City 9,Product 4,370,0
12/31/15,Segment A,City 28,Product 10,26,0
12/31/15,Segment A,City 35,Product 12,2,-1
12/31/15,Segment A,City 3,Product 12,0,-1
12/31/15,Segment A,City 49,Product 2,52,0
12/31/15,Segment A,City 14,Product 9,"15,320",0
12/31/15,Segment A,City 46,Product 9,835,0
12/31/15,Segment A,City 17,Product 9,"6,720",0
12/31/15,Segment A,City 53,Product 4,"77,901",3
12/31/15,Segment A,City 19,Product 10,16,0
12/31/15,Segment A,City 20,Product 4,"15,274",1
12/31/15,Segment A,City 16,Product 4,"4,323",0
12/31/15,Segment A,City 39,Product 4,"22,899",1
12/31/15,Segment A,City 34,Product 9,"54,963",0
12/31/15,Segment A,City 43,Product 4,"7,731",0
12/31/15,Segment A,City 38,Product 12,0,0
12/31/15,Segment A,City 4,Product 8,4,0
12/31/15,Segment A,City 19,Product 4,"5,496",0
12/31/15,Segment A,City 47,Product 8,1,0
12/31/15,Segment A,City 1,Product 2,212,0
12/31/15,Segment A,City 21,Product 4,"7,442",0
12/31/15,Segment A,City 7,Product 5,56,0
12/31/15,Segment A,City 7,Product 3,143,0
12/31/15,Segment A,City 25,Product 3,"4,026",0
12/31/15,Segment A,City 49,Product 12,"3,069",0
12/31/15,Segment A,City 43,Product 10,519,0
12/31/15,Segment F,City 2,Product 10,"1,481",0
12/31/15,Segment F,City 2,Product 2,"351,709",6
12/31/15,Segment F,City 2,Product 4,"5,136,563",79
12/31/15,Segment B,City 7,Product 6,"277,964",4
12/31/15,Segment B,City 36,Product 6,271,0
12/31/15,Segment B,City 31,Product 6,"15,518",0
12/31/15,Segment G,City 19,Product 17,"412,851",3
12/31/15,Segment C,City 43,Product 7,"3,231",0
12/31/15,Segment A,City 42,Product 9,"17,797",0
12/31/15,Segment A,City 55,Product 9,"7,504",0
12/31/15,Segment A,City 50,Product 10,32,0
12/31/15,Segment A,City 8,Product 4,"193,032",6
12/31/15,Segment A,City 9,Product 9,"1,011",0
12/31/15,Segment A,City 30,Product 4,"104,362",1
12/31/15,Segment A,City 35,Product 9,"4,376,464",32
12/31/15,Segment A,City 41,Product 9,"1,612",0
12/31/15,Segment A,City 26,Product 9,"13,393",0
12/31/15,Segment A,City 7,Product 8,227,0
12/31/15,Segment A,City 5,Product 2,25,0
12/31/15,Segment A,City 3,Product 9,"376,013",16
12/31/15,Segment A,City 49,Product 4,"6,861",0
12/31/15,Segment A,City 53,Product 9,"124,673",5
12/31/15,Segment A,City 23,Product 9,"163,250",6
